source,target,weight,count
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xfdc7c996783e0f283fd3318c36af8af965d13255,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2d8bbd5972b5f766082e6b4176e7c627c105c30b,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x78b2498c250b855c71b3cda5cd5c640af7a84b47,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8eeb183b9abb9a377f97331d79a6d95e68360ca2,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x08a9f823a7283f9a41498b14a0dbaeffdb7c3c30,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x9ee5a3baf32fcf2e175a5bb43e2261c6c078f7ba,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2b82dcf5100c8e9e411f3e8fa56e452c00ec841a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1af117187d410625a4d220511ef99dcb63ed9e1b,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x302c0fee17554ec4a7ece7f164470581387fe304,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x02a57066798cd3078079ad6c711fea6df53d11d0,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x671bcf21508c039526af04245bb7275b984c79e2,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x01d1ab692c878dcb892accd21eee34b31e9afbe2,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf63201bc6cb8cdb3aaa17cab749ea64c42ae4c54,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xaa9fe87d319e44214ed74790d3d5ad928a98c6f7,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xe0fe8a881c5d001cb16695d521e735416432a85b,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0c2c86449e78fce1d6970fa1825a55695247c76a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0d6cde825ce6ffc95675716b425f835df95124b3,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1bd096078dabc770f9e702418801af31e5ce054e,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0412e6ccff5619f6261be709ee8fff6b348d6179,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x3139a09568371cab9c1fd53aa8a17b27ffc91c53,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xd95ebdf6b59ae4fc2360776690e70d57caf13030,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xa96ce01d8ff7f08b8306db9d545bbacb34be8e91,0.0081,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xfa345bc7306551947cba30a62f67a7f1f7e73b4e,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x3c7a92919ccaec790f08adb3864625774b916e64,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2af14d95aa0e1ecb5d1ed52e4a790428761f608f,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x83cdc5dfac5d0d42d678f3ecacd87a7ccc0efd97,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x769410ba3dc26ba2aa19b4dea701a1acca5327be,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc2e98da7f593717613fe82eab1647601b658e41f,0.01215,2
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x76f0fe165b3a17224bb8cdea06ac6cfcf6140ad9,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x31c1df8c6770698a7d4a7c12e34e665d1a488188,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xd3da222e46a1999da8fe9ab31c127964e13f9d42,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x01beff11d10ab1be3ac0fdb730f193ccda427d51,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xffb3e9e8836ff34835bc55ed50860ee76afef15b,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x50f6730f9980273a3b98c5c5aeb0c776f093c859,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf9d941863857eaee1476a7f3faaaa07a67ed41c8,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xcae3bfc93d51d414b6bf4a16fd24e01f26246a46,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2d4e6c4023d5b21f32aab665a4439496ba73b0c4,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x5928e81f9fd56fb4c09da8487838707e203248a4,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf899cc354b0daf11893aa0fb8b3b565607c966df,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x7356347c29c3373eb519056daffc266a77df5270,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6f998e3b08d990a5c55f96e526fe2caff8833669,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x25a5e1aac5283c56433db64fb1b5a0d9f6603d36,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xa5f13389ed08dde79fd3c020e0502dfe6d07b62d,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x4ef619cf15822d5bce8789f4abe251a877e03ed4,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x74e82359b0e06520dfc3b9a7dd2edf080704ae41,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xa867277aa18788651aac3bc0c01dd14f0f9776a6,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x7ec3d952a654811969739d146936b50247002072,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x3367980e24e0ba19493be46de53eb1b7a35b8125,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x23f485ccc3e8a68bc0c3f43ceb6c711ae69994f4,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x88a9501b17dec88a3a47793301f906ae08325be3,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x284becd43d797cfcc7ca8d90af087fb453bb3c40,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xd0bf792b6d5069be9ba1935e3f17078697d39bc2,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8a1591594399ca6a9da3acf0b97952284b2c608a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x126c808855c34feb383d4b0a9831ba33f72d40da,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x77c4d663131a65c18fa9b93eb5af58a9534f7fae,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x92307f2b886b87b6599e693ad1b860e3ed59122a,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x9287e5d18028edff4ec526d235087fdbfc0a2f22,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x227f526054ef89eae698a1f580b7f6ec800f309e,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8bfcd2a24b8fc0fc42fd4a98b4698feb90886567,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf317e4d330683420c003397d68055a93efed65fc,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6b1010db1562451c575b697056ef4211685619d5,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x9f287b0d940c55e751a2882b09eda82902216546,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8f795772705dff6fd148d78c50e6fc93a11703da,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x4542a024b58f3c6e5d71933188e33bf08498b5c9,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xe123f05ace61088a43f2b571f2ce5f8f9f2ecf46,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x94ba6bddce1c225ab15d12c538673e5be4bb6979,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x81ea767d98afc7a28eb61a48be51d1a11e32978f,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf60d4f9b99838f52fff3590c671d5d76efbe6b6c,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x39a6a4cd3d7bdd431346a60405247d31d246a74a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8381f691eb876d61e17b4d9eab0da407e71a5f07,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2bd340a054fc47d5aadc62ea2db8a6d52a86c0f1,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6ca6f1ed4ba897e67e684a6f188bb980cd12aacc,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x03ef3dcbc818f2754ea782bb90406361844a51a2,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1fb889e67851c68e8dc47f1af7fd057a9c275242,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x4cbe2c82e689e17c5fe12d08e1f698a2a1e6db7c,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc66b194a8a86c5bb9c95202ea45a5c5d1db5049e,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x35971c04191749c6cb53e94664ac3f548b4c293d,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x369dfd814e0dcf8b93d90be3e1bde73cf958be5c,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xce98833280610760bc0f41575706177399f8fd94,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf2407bbfaf9f654a79df1faf75c1b0e6f2c1f930,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x2aab7dab5223168df24fde37ed9429c58c3d263a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1ffe1735e73f6df2fc7f03bb45e39a89bff55ab9,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x08735864bba7320a80da2a2cb062c7ecc9a0548c,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc12affa7d09dfe6d9c235226f9c3c09d44590cf0,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x90de1936bcded8e40308ba6d0b713964c19600e1,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xec1595d3ad4ef94daabed28bed62ee64e387ac6a,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xd5f340b25a53f6d6dca2247efef28023b646dda9,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xdf7e2669a3f95f00e0383e6199cf84bcc0d158a2,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x89c5177ea8b5de3435f8107eadd43473a7c7d624,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x22c9d9b9f4d5c9e4d2e80d5513a71e5d37acf579,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x19993a377ca7f1f706beb90f3c2865ffd7dd2942,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1ec2e0444176d7f11860240a629de1791c3f07b8,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x60a98f95b770c87376e38c17b0d0825c4cb67742,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x60da1a1a16a473ebde0101679ee63dad4935e627,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x91e93e427f6191a25e92e7780d42532ebf5c4ab6,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xa75a3fc3dc5203a11cbca0113ba5e552d5ba2161,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xb9efa1e3fec8296b403ad6e8bfbc25f95619a571,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf5515d71513e08887b67c5671c05ba4f90752873,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x39ed804486e83d64db9746ac86d813e56113bb54,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x465bfdadadb0bd0afeeb1c0357af006e277aadf6,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x1203f48efa23451b8f4e352c627cba3de881e247,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x10834926a4318cab3473cee8deeedc380c6437a0,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xb6cd04b15e256e43a67ec7df7b2fcb78d4ff737e,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x08e75a958a38f2f1f93a0ac76e6972c997cfd051,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6ad999771dd3a1a01d1ec1cd65ea1d63e73f3568,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x85f2166eaf4cc55368fdc7544cc5286f6d50f4de,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x7c02fe5069156346c66578420449d0bbfa989a93,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x7af4ed2d7b22995d45bfcbc8bdae6c44e9295f37,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x21c93bbcbe5c34f4df6625b7d5183fe9a4f53302,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x9a8f535167b1daaae1df5b584503b0972df5bc86,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc4db8e95ea3da224c94da42fd8d944a447c5adea,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x4e297fb4b9c605d1ccdd3ce63040f39ee5185787,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8bd469538569ff1f8169f8ff062f8718757a18f9,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6cad92ee43afb3e42b84130fc1d70b0c00cfe34b,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xfd9c5647a015e12243568d401c3eb5e29d587add,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0a962117a0887099a7018bfd0b040dac849e9e11,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x16122efaf4d047d2de40660b0871b5227c767210,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x3aa72cfebcf5f0eb2d1e3e30c21ab9a08607b228,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x7282642f5d1d61af1e648ce5af44033b405ef263,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x98a5d788d185b44db4bc2a6b8a03e0f853d5bf27,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xf6078fe903195e36e73a732f3cdd1943a78a0d33,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xfe259cc84348eefa8ea0ac192bec47e88cb7e3bf,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8fe483a87ddc5d4b329dfe08245ef5b5c4647b1f,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x5f30763fc5b0a1204a604305de164e3107c46314,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0531b5dcaeabdc5ed96720cf6c44c2925b411a21,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xdbe91397756106fbcede28fe2057f9308724cb99,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x90dfb25fe65b6f1e861d4becd84a52bfb7380983,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x5d34894b1a78b4ab67e43947af53c7172d2d0236,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x0d672b4451ae113276d3063e24667daeac2ef08a,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc65ab2b891c1ae3b1b49ca77c50ae67baf758613,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x3b1d431d1f7c63e725264657a1566a45bcb5d797,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc980d9d306b58a6345554c27f4a380507a74896b,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc3827a907175541558f25961561d0378e560f345,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x74add2a899a2aa6665a6c7540f62379ec81a09af,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xceb563314994c955d3e3a0a809164c7af144d746,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x06241657ce283c17102de98f30282b3c8372e109,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x18f7da2f240bca9a3cc86d508a8f2c35fb181a95,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x8f4988a804f64cfadc483ae6fcacc8b4125a49fa,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xc9333f360ed30818b1d6c59ffe0d3e5cf491b0dd,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x6270c3c97376b0f624b7c9bf63a250d93484fec5,0.006075,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x43e842bb0dd1d18c320c1c9ceae7b0d2c8601ed6,0.010125,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0x75f231a54ad765dacdebdb6b73cd6e075f21ccb3,0.006075,1
